order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,product_id,price,product_category_name,product_category_name_english
f336c8ae5359af5ad4dc657f0ca2468d,7ad257dbeec09b715a8c65fc2fe83a33,delivered,2017-08-27 19:05:23,2017-08-27 19:24:54,ce149636a055d9eded4cde55da9ebd3b,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
5627e8c82351e621a4f63476e69f3103,4732a17fe217bd7bf543a5b668b27de2,delivered,2017-05-18 12:41:57,2017-05-18 13:10:24,7932fcce65e2aee84d6feb4a288f9cb9,5.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
3186a30019c9df27f9af586386ac5734,fa3946634ae6b04238d501a3f9d7dd80,delivered,2017-03-17 00:36:10,2017-03-17 00:36:10,7932fcce65e2aee84d6feb4a288f9cb9,5.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
367733070da9a9f5f70e9a9cceb99ea3,a5d3e93a8713730e3228a6cb80a983ef,delivered,2017-05-17 02:00:05,2017-05-17 02:15:16,7932fcce65e2aee84d6feb4a288f9cb9,5.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
b69670c19a123626e5734413fa447343,73cfdaa74ad0193c0fbb9b85e5d4869e,delivered,2017-05-08 08:46:43,2017-05-09 09:45:11,7932fcce65e2aee84d6feb4a288f9cb9,5.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
b69670c19a123626e5734413fa447343,73cfdaa74ad0193c0fbb9b85e5d4869e,delivered,2017-05-08 08:46:43,2017-05-09 09:45:11,7932fcce65e2aee84d6feb4a288f9cb9,5.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
29382aea641df80ffc138e1d4dd50ffd,3bc9f7d14d203861ea755eea92e8515c,delivered,2017-04-10 11:57:04,2017-04-10 12:10:45,7932fcce65e2aee84d6feb4a288f9cb9,5.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
f8a0c2f75253cacddb95753652794c0f,ba3e4b522140831766d5edca1609aa0e,shipped,2017-04-06 23:05:31,2017-04-06 23:22:38,7932fcce65e2aee84d6feb4a288f9cb9,5.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
46a09de362c7550f138187deacc9f840,dd41ea901054c44fe4ccd11982c68796,delivered,2017-05-05 08:57:15,2017-05-06 02:25:23,7932fcce65e2aee84d6feb4a288f9cb9,5.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
7e308fe1aed001a0b8ba1e7f017cafa8,60c51086268f90d369e02f41f53ebd90,delivered,2017-08-09 20:00:01,2017-08-09 20:15:09,d32a2781668246350c2a5cfc1459771c,190.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
019ccfeea1ea9afbebdad57d65f2e36f,7b46de2ef0b70225f5ead1ebcb2954ac,delivered,2017-11-27 15:31:56,2017-11-27 15:58:17,ead9ade61e81ab9e26d83640c3164e76,152.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
163b53e265c530cded6553a3b5d485cd,7b92d2af2f3ce0611b68dfbc5db7870f,delivered,2017-08-12 15:07:19,2017-08-12 15:23:52,6b017e0d95d8765a6f2bed3bc272c61e,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
8029473fa5eb709b746a665b0597b8c1,4d6e3cd7620b52c39a13975adaed9873,delivered,2017-11-08 12:51:43,2017-11-08 13:30:46,6b017e0d95d8765a6f2bed3bc272c61e,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
0207f5a2635f4e2d29acd00fc01a36ba,c29253b809677d6b9de4371383f4da19,delivered,2018-03-05 10:25:28,2018-03-05 10:35:48,6b017e0d95d8765a6f2bed3bc272c61e,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
9653aa56f1bb2b338e77d1ea26a885f6,80157a9c83336266127e05e9fcfd4f97,delivered,2017-06-22 13:45:08,2017-06-22 13:55:17,836c4b48c2b383bb38bb5788f828c596,3.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
57a7b18332c1b9b26d96e35379af3a38,209e7cf8adaf4498f82df1fe2b8c25e7,shipped,2018-08-06 19:25:14,2018-08-08 04:35:15,b73091f98b819cf7a339f74ece86aa4b,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
c5d3fae065a8090bae39f4f34b14cd06,8866a052aebe7f7cee97bace65b379b2,delivered,2018-06-25 09:53:57,2018-06-25 10:14:04,b73091f98b819cf7a339f74ece86aa4b,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
6ad3104da988fe60a015a15536c72e08,67e8b3a661aabd3a6994920633e1d7c5,delivered,2017-09-21 22:22:31,2017-09-21 22:35:24,b73091f98b819cf7a339f74ece86aa4b,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
698dffc04f786cb3f8f5731d96f2d9c7,a925361ccb621b24e21b6f6b357ca0d5,delivered,2017-12-28 19:21:36,2017-12-28 19:32:31,b73091f98b819cf7a339f74ece86aa4b,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
9c06233aa4c2b2e8321660e552582c84,2c00c73a8bf9fbcd26a132141d560afe,delivered,2017-12-19 14:59:43,2017-12-19 16:10:20,b73091f98b819cf7a339f74ece86aa4b,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
ff1c777a8addd690846357ab7d2adf5d,e7d7c19180d24061b0c4d7a7896c5b00,delivered,2018-04-24 14:16:45,2018-04-26 03:51:51,b73091f98b819cf7a339f74ece86aa4b,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
55aa5052d111a948144ba6bcbc4016ef,236208b57e73c7feb1d9983c80982ad6,delivered,2017-07-11 19:38:14,2017-07-11 19:50:12,b73091f98b819cf7a339f74ece86aa4b,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
b18b5fde5616ba3978e71483cf648a26,825d79317606372e5cf006164026c9b6,delivered,2018-03-04 11:30:18,2018-03-04 12:41:36,b49d4a78de28aa875ee85ae9ae66f239,59.8,fashion_underwear_e_moda_praia,fashion_underwear_beach
8fcd6f089f547fd8258eb300d6b560da,83ab7b6e3ee453b2e3a11d072e5bca61,delivered,2017-02-15 13:44:50,2017-02-15 13:55:21,b2f2ddac0132a316e5b41a98684d3619,73.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
ca7887c5152594f00b83af3cc8aef217,f506a3e6d91d7d32b36407d69d9d75b7,delivered,2017-12-30 16:25:37,2017-12-30 16:37:21,13a3c6eda5d4bac4227c158ff70f0a8e,152.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
e54c837c3ceab3a51f0afec240e9799a,fac7ff3b0fbf8ea9452c5257d369b8ff,delivered,2017-11-23 23:36:37,2017-11-23 23:48:11,13a3c6eda5d4bac4227c158ff70f0a8e,152.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
43bc72f5380889da97627ba5ac7806be,0a4cfbeec9f7324a7b93e40928916004,delivered,2018-05-02 04:59:25,2018-05-03 03:53:02,fa8485bc54eaad5b218cd8081c859568,3.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
43bc72f5380889da97627ba5ac7806be,0a4cfbeec9f7324a7b93e40928916004,delivered,2018-05-02 04:59:25,2018-05-03 03:53:02,fa8485bc54eaad5b218cd8081c859568,3.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
6232b520aa859c47ba46e5213737f418,806be13e55f43711b59f751f9ee83022,delivered,2018-06-15 12:52:05,2018-06-15 13:27:02,fa8485bc54eaad5b218cd8081c859568,3.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
6232b520aa859c47ba46e5213737f418,806be13e55f43711b59f751f9ee83022,delivered,2018-06-15 12:52:05,2018-06-15 13:27:02,fa8485bc54eaad5b218cd8081c859568,3.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
6232b520aa859c47ba46e5213737f418,806be13e55f43711b59f751f9ee83022,delivered,2018-06-15 12:52:05,2018-06-15 13:27:02,fa8485bc54eaad5b218cd8081c859568,3.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
6232b520aa859c47ba46e5213737f418,806be13e55f43711b59f751f9ee83022,delivered,2018-06-15 12:52:05,2018-06-15 13:27:02,fa8485bc54eaad5b218cd8081c859568,3.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
6232b520aa859c47ba46e5213737f418,806be13e55f43711b59f751f9ee83022,delivered,2018-06-15 12:52:05,2018-06-15 13:27:02,fa8485bc54eaad5b218cd8081c859568,3.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
d7dde398a6dd964e449d06ce77cbefac,7d5d6cb399a372b0d4cba689204ffa73,delivered,2017-04-09 22:51:08,2017-04-11 03:42:24,066313d5479246299d9c2a117f55d0a3,24.99,fashion_underwear_e_moda_praia,fashion_underwear_beach
a7c96c67b28612698cc5e0fb735dad94,a59b412d844d8ee85fe937ea21ec7c16,delivered,2018-07-29 20:23:34,2018-07-30 16:25:26,a662d99595c3b6054702480cb7382afe,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
3842b7ad02b831026ee377ddef334206,21f9845be0cdc1d505f363e27dfcb068,delivered,2017-08-21 11:05:48,2017-08-21 11:15:17,a662d99595c3b6054702480cb7382afe,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
a61202a33583131307321a09ff16a0fb,1a865a23a7f3bd3fff2d5557fb2a11dd,delivered,2018-03-22 03:34:22,2018-03-22 03:49:21,a662d99595c3b6054702480cb7382afe,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
c1fe3ff121d3ebaf46868ddf6befa390,b123bc64605b64205b48d31cb1d966c1,delivered,2018-01-12 22:25:36,2018-01-16 03:50:11,a662d99595c3b6054702480cb7382afe,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
c293b8a02fef81d298f358a9c52489bc,f59e6cca974ecbd5b68bc9301ab95fac,delivered,2018-04-12 15:28:54,2018-04-13 12:55:32,a662d99595c3b6054702480cb7382afe,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
5f6ff645a46107b55fd2cfe055bcd276,fff675a0d5924b9162b4a1bf410466cd,delivered,2017-12-06 12:51:27,2017-12-06 13:12:27,a662d99595c3b6054702480cb7382afe,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
8704f37bae751578cdec362f48c61232,262d7e8f0907b9d31c145b04e46d6a5e,delivered,2017-12-13 21:19:54,2017-12-14 07:12:37,a662d99595c3b6054702480cb7382afe,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
8e0b0837352d3cdfceceb267c205eeb3,7134e6843b1a3ab1d7f13fd79713337e,delivered,2018-01-29 13:25:50,2018-01-29 13:35:26,a662d99595c3b6054702480cb7382afe,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
4d018d28940042ac4bfd91cb21ac8b8b,d1e1e6357ad88f9f2849304c44884cf0,delivered,2017-12-15 21:19:13,2017-12-15 21:31:25,3a3f0628722b2f548673a2f7f5fa5605,155.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
579f768480c282c494d203cc27acc9ba,7613fffbcc653b261d2689ad77741789,delivered,2017-12-07 23:50:01,2017-12-08 00:09:38,3a3f0628722b2f548673a2f7f5fa5605,155.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
377049aa69aa696871a99e82b281e3c2,054f7fa8f9a8f4ce7e983c0efc2341ff,delivered,2018-01-16 17:06:42,2018-01-16 17:14:33,3a3f0628722b2f548673a2f7f5fa5605,155.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
a494244817c043c16eb0c72c5d0384ad,c691fa8d8cf769ea3b4b02572b606a6b,delivered,2017-11-29 10:40:13,2017-11-29 11:00:14,3a3f0628722b2f548673a2f7f5fa5605,155.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
9329f50c47b9fec9b9a79e159a2e64cc,b1b31726e0f06908abd1d752f98e0d4b,delivered,2017-11-16 17:04:14,2017-11-17 17:07:00,3a3f0628722b2f548673a2f7f5fa5605,155.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
fd743a30d9c92e9f0b93a8733cd2039c,2771dda07bfea1c6adcd6319ae8ae62c,delivered,2017-08-25 11:32:19,2017-08-26 02:05:41,83639e59e789cf2ed557ebf817f1085c,49.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
aced4ae5d9332b2f1020d42e4718f532,369cf8a959e34a7f6da94416d4b755c2,delivered,2018-05-22 21:56:28,2018-05-24 02:34:35,83639e59e789cf2ed557ebf817f1085c,49.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
4c3428283da9b354465abf10f72f556e,887363c85fcb5853fd68ed73182e12e2,delivered,2018-02-07 09:16:50,2018-02-07 09:31:33,83639e59e789cf2ed557ebf817f1085c,49.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
7d90148763f13aa4f24dc38ecfd0d5fb,aa5d81c64ac61c8124eb6c249c2c2ca5,delivered,2017-09-11 13:52:37,2017-09-11 14:05:22,97ca99a3e712143b9cf17e31bf8f3367,110.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
5a30c9fcc9470e8316518e56e1741d50,014a61237c010a8f59e966e34101520f,delivered,2017-12-12 16:32:08,2017-12-12 16:52:36,97ca99a3e712143b9cf17e31bf8f3367,110.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
9f3dfb593f24a7bbc85f61b1690fcc28,cded83132e79be0923973a9619ba8435,delivered,2017-08-12 20:55:37,2017-08-12 21:10:10,97ca99a3e712143b9cf17e31bf8f3367,110.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
25f6a84bb4462034741cec7bbc139f9c,8e68059b819a389508e2a37f46343e60,delivered,2017-05-19 20:19:38,2017-05-23 04:10:16,e7f85596b92f92cb501855897696f66b,62.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
afe460f14b2dae859aa56fdaf0753797,e827f64380c24c83011b755d47c5ca99,delivered,2017-04-07 10:14:01,2017-04-07 10:25:21,6fade9670bb673ba97c3f7bc5efa7150,62.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
a1b9ef764d1de3a283a1e60320475964,6de7b73a97f0c187c0f163027139388d,delivered,2017-09-28 12:03:33,2017-09-28 12:24:27,acaed0b9a136ac6408c37731b72f1f35,183.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
ae7ebc8121246202b1ff260fb0b9d719,be181460961ce08382498147b24974cb,delivered,2018-03-08 11:56:10,2018-03-09 02:15:40,6f93544fde1ccc299aa371217cb2afa4,49.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
39f428ffba2a9207ffb6406237ffe25a,9cc2c82001025f49191bc032306d1582,delivered,2018-02-22 12:32:29,2018-02-22 12:48:38,6f93544fde1ccc299aa371217cb2afa4,49.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
dd8f12312aaed12f182c3b3f1b28f5ba,63fe4386560fb932f449ba208c31cd7a,delivered,2018-04-26 10:49:02,2018-04-26 11:12:41,6f93544fde1ccc299aa371217cb2afa4,49.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
1ded184dd48db815347b0742c2a4da2b,ba7550bf468f7120b9715406fe84ddea,delivered,2017-10-30 16:51:17,2017-10-30 18:33:07,50562cf6349c8e6b13a79d9dce87c4c7,110.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
787590b924b0ef0a1da6164beb46a05d,17393f9d8000b7d8b8b0fd32265ddc57,delivered,2018-08-09 09:12:58,2018-08-09 09:25:16,50562cf6349c8e6b13a79d9dce87c4c7,160.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
10990e23642104aa4b9308fbf816611b,5a512cfde6072587451f1ca086a65b86,delivered,2017-02-05 20:20:12,2017-02-07 03:42:40,2a4147c2b7b63a57aba916e6a5a03493,51.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
82afe7cfa91318f49e01765796e93377,f1b54a68a52f687ca19a54e63eb62b7f,delivered,2017-03-13 22:45:00,2017-03-13 22:45:00,844f0dc5dc6484304c769ce90e7a2c48,51.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
c6c26ee904fd7f85a965423bec883fe6,5a9b69b8d07b5b9b2b5c97df75837da1,invoiced,2017-09-15 14:28:21,2017-09-15 14:44:02,588e30c9b715a9158d6431ae94c25fea,89.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
4d1f73fde643f7a1d08d400816850265,f796cc9e19019673220efa160fe7e610,delivered,2017-01-22 11:08:52,2017-01-22 11:15:20,f408131193fe9da16836115414229012,86.25,fashion_underwear_e_moda_praia,fashion_underwear_beach
c6eb7d8978a0d7a7e592ef611e4daf04,1b359570aa2cf78d48bd2d1a1a2e049c,delivered,2017-09-21 08:35:15,2017-09-21 08:45:38,fa1016994ec2803636ffb1018e33cf5b,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
c6eb7d8978a0d7a7e592ef611e4daf04,1b359570aa2cf78d48bd2d1a1a2e049c,delivered,2017-09-21 08:35:15,2017-09-21 08:45:38,fa1016994ec2803636ffb1018e33cf5b,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
5778366745f5c8c33f8c7f0432373788,52ab4b83a98a7f5f31686806aac50ba5,delivered,2017-07-20 22:51:02,2017-07-22 22:50:10,fa1016994ec2803636ffb1018e33cf5b,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
ed0094f95927e35ebb97a275ed02d046,643c9a48cf1fbc625746c3533e4d7c4a,delivered,2017-09-18 23:33:56,2017-09-20 00:46:45,fa1016994ec2803636ffb1018e33cf5b,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
6925362849d6fe4c2f5ffe3845b09b98,7301c533b5b601c446afd51555eca94a,delivered,2018-03-06 09:13:14,2018-03-07 02:15:56,fa1016994ec2803636ffb1018e33cf5b,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
328f5537e4f2b1aa64670a89b0169076,da9a7d8638644b34c6082c716a565cd8,delivered,2017-08-10 15:14:52,2017-08-10 15:30:20,15b0e8706bf37a95f2bb3665c4cc4c6c,152.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
2bfd14409ba8ba1153ce42b2abc44bb8,9522d39cabd497bd4bc5fb1b226cd5cf,delivered,2017-12-18 17:43:43,2017-12-18 18:52:09,15b0e8706bf37a95f2bb3665c4cc4c6c,152.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
9d31db542e64d903e238ecd774d8b301,6022d3082a09e52b65e19b1ef3ace112,delivered,2017-08-31 18:00:12,2017-08-31 18:10:18,1848a54b9f28b13e4d94d5bcc77904cc,69.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
95d4558cec2364e0f0b2fcef73148af7,a6f038645d3eff61a237fd66e007bce5,delivered,2017-09-14 16:38:24,2017-09-14 16:50:33,e1a7aca09e5fc1209c44ef72571265b9,183.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
95d4558cec2364e0f0b2fcef73148af7,a6f038645d3eff61a237fd66e007bce5,delivered,2017-09-14 16:38:24,2017-09-14 16:50:33,e1a7aca09e5fc1209c44ef72571265b9,183.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
fa642a520fa06e31dd5b64808e1fa92d,179a14666a837084056cded7b355be39,delivered,2017-11-15 11:20:30,2017-11-15 11:30:34,e1a7aca09e5fc1209c44ef72571265b9,183.0,fashion_underwear_e_moda_praia,fashion_underwear_beach
6bfac9a0bcb72747337ef88822279264,b19eacac05a3fa6c61ea12d1a138e048,delivered,2018-02-12 22:46:28,2018-02-12 23:08:06,cb097e8459bc74dbd73bbf8ed68c11a5,59.9,fashion_underwear_e_moda_praia,fashion_underwear_beach
